"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/07/2023","AirNow","350010026","1","5.9","ug/m3 LC","25","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/08/2023","AirNow","350010026","1","9.5","ug/m3 LC","40","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/09/2023","AirNow","350010026","1","12.9","ug/m3 LC","53","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/10/2023","AirNow","350010026","1","11.1","ug/m3 LC","46","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/11/2023","AirNow","350010026","1","6.8","ug/m3 LC","28","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/12/2023","AirNow","350010026","1","5.3","ug/m3 LC","22","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/13/2023","AirNow","350010026","1","9.2","ug/m3 LC","38","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/14/2023","AirNow","350010026","1","14","ug/m3 LC","55","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/15/2023","AirNow","350010026","1","2.9","ug/m3 LC","12","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/16/2023","AirNow","350010026","1","3.5","ug/m3 LC","15","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/17/2023","AirNow","350010026","1","4.5","ug/m3 LC","19","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/18/2023","AirNow","350010026","1","3.7","ug/m3 LC","15","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/19/2023","AirNow","350010026","1","8","ug/m3 LC","33","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/20/2023","AirNow","350010026","1","5.6","ug/m3 LC","23","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/21/2023","AirNow","350010026","1","3.5","ug/m3 LC","15","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/22/2023","AirNow","350010026","1","6","ug/m3 LC","25","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/23/2023","AirNow","350010026","1","5.4","ug/m3 LC","23","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/24/2023","AirNow","350010026","1","6.9","ug/m3 LC","29","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/25/2023","AirNow","350010026","1","3.9","ug/m3 LC","16","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/26/2023","AirNow","350010026","1","3.7","ug/m3 LC","15","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/27/2023","AirNow","350010026","1","6.4","ug/m3 LC","27","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/28/2023","AirNow","350010026","1","11.4","ug/m3 LC","48","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/29/2023","AirNow","350010026","1","6.4","ug/m3 LC","27","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/30/2023","AirNow","350010026","1","6.7","ug/m3 LC","28","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"01/31/2023","AirNow","350010026","1","4.9","ug/m3 LC","20","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/01/2023","AirNow","350010026","1","3.4","ug/m3 LC","14","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/02/2023","AirNow","350010026","1","5.3","ug/m3 LC","22","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/03/2023","AirNow","350010026","1","7.7","ug/m3 LC","32","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/04/2023","AirNow","350010026","1","9.2","ug/m3 LC","38","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/05/2023","AirNow","350010026","1","6.8","ug/m3 LC","28","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/06/2023","AirNow","350010026","1","7.7","ug/m3 LC","32","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/07/2023","AirNow","350010026","1","5","ug/m3 LC","21","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/08/2023","AirNow","350010026","1","7","ug/m3 LC","29","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/09/2023","AirNow","350010026","1","5.3","ug/m3 LC","22","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/10/2023","AirNow","350010026","1","9.2","ug/m3 LC","38","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/11/2023","AirNow","350010026","1","11.3","ug/m3 LC","47","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/12/2023","AirNow","350010026","1","5.9","ug/m3 LC","25","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/13/2023","AirNow","350010026","1","4.7","ug/m3 LC","20","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/14/2023","AirNow","350010026","1","2.8","ug/m3 LC","12","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/15/2023","AirNow","350010026","1","3.2","ug/m3 LC","13","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/16/2023","AirNow","350010026","1","4.4","ug/m3 LC","18","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/17/2023","AirNow","350010026","1","9.6","ug/m3 LC","40","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/18/2023","AirNow","350010026","1","8.6","ug/m3 LC","36","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/19/2023","AirNow","350010026","1","8.4","ug/m3 LC","35","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/20/2023","AirNow","350010026","1","5.2","ug/m3 LC","22","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/21/2023","AirNow","350010026","1","6.9","ug/m3 LC","29","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/22/2023","AirNow","350010026","1","8.8","ug/m3 LC","37","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/23/2023","AirNow","350010026","1","6.8","ug/m3 LC","28","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/24/2023","AirNow","350010026","1","4.5","ug/m3 LC","19","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/25/2023","AirNow","350010026","1","5.8","ug/m3 LC","24","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/26/2023","AirNow","350010026","1","8.8","ug/m3 LC","37","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/27/2023","AirNow","350010026","1","4","ug/m3 LC","17","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/28/2023","AirNow","350010026","1","3.3","ug/m3 LC","14","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/01/2023","AirNow","350010026","1","4","ug/m3 LC","17","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/02/2023","AirNow","350010026","1","3.3","ug/m3 LC","14","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/03/2023","AirNow","350010026","1","5.3","ug/m3 LC","22","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/04/2023","AirNow","350010026","1","4","ug/m3 LC","17","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/05/2023","AirNow","350010026","1","3.8","ug/m3 LC","16","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/06/2023","AirNow","350010026","1","4.6","ug/m3 LC","19","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/07/2023","AirNow","350010026","1","5.1","ug/m3 LC","21","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/08/2023","AirNow","350010026","1","4.5","ug/m3 LC","19","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/09/2023","AirNow","350010026","1","4.7","ug/m3 LC","20","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/10/2023","AirNow","350010026","1","5.1","ug/m3 LC","21","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/11/2023","AirNow","350010026","1","2.5","ug/m3 LC","10","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/12/2023","AirNow","350010026","1","1.7","ug/m3 LC","7","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/13/2023","AirNow","350010026","1","4.3","ug/m3 LC","18","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/14/2023","AirNow","350010026","1","4.7","ug/m3 LC","20","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/15/2023","AirNow","350010026","1","3.8","ug/m3 LC","16","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/16/2023","AirNow","350010026","1","1.9","ug/m3 LC","8","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/17/2023","AirNow","350010026","1","4.3","ug/m3 LC","18","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/18/2023","AirNow","350010026","1","5","ug/m3 LC","21","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/19/2023","AirNow","350010026","1","5.7","ug/m3 LC","24","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/20/2023","AirNow","350010026","1","4.6","ug/m3 LC","19","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"03/21/2023","AirNow","350010026","1","4.5","ug/m3 LC","19","JEFFERSON","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1443000008885","-106.60468"
"02/14/2023","AirNow","350010029","1","2.3","ug/m3 LC","10","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/15/2023","AirNow","350010029","1","2.9","ug/m3 LC","12","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/16/2023","AirNow","350010029","1","5.2","ug/m3 LC","22","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/17/2023","AirNow","350010029","1","8.5","ug/m3 LC","35","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/18/2023","AirNow","350010029","1","12.6","ug/m3 LC","52","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/19/2023","AirNow","350010029","1","12.5","ug/m3 LC","52","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/20/2023","AirNow","350010029","1","6.3","ug/m3 LC","26","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/21/2023","AirNow","350010029","1","7.9","ug/m3 LC","33","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/22/2023","AirNow","350010029","1","12.2","ug/m3 LC","51","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/23/2023","AirNow","350010029","1","8","ug/m3 LC","33","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/24/2023","AirNow","350010029","1","7.4","ug/m3 LC","31","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/25/2023","AirNow","350010029","1","10.9","ug/m3 LC","45","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/26/2023","AirNow","350010029","1","13.6","ug/m3 LC","54","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/27/2023","AirNow","350010029","1","4.3","ug/m3 LC","18","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/28/2023","AirNow","350010029","1","3.5","ug/m3 LC","15","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/01/2023","AirNow","350010029","1","5.1","ug/m3 LC","21","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/02/2023","AirNow","350010029","1","3.6","ug/m3 LC","15","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/03/2023","AirNow","350010029","1","5.5","ug/m3 LC","23","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/04/2023","AirNow","350010029","1","4.5","ug/m3 LC","19","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/05/2023","AirNow","350010029","1","4.8","ug/m3 LC","20","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/06/2023","AirNow","350010029","1","6.5","ug/m3 LC","27","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/07/2023","AirNow","350010029","1","6.6","ug/m3 LC","28","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/08/2023","AirNow","350010029","1","7.2","ug/m3 LC","30","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/09/2023","AirNow","350010029","1","6.6","ug/m3 LC","28","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/10/2023","AirNow","350010029","1","7.1","ug/m3 LC","30","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
